host	logname	time	method	url	response	bytes	referer	useragent
ppp010.st.rim.or.jp	-	804587156	GET	/shuttle/countdown/video/livevideo.gif	200	55357		
blv-pm4-ip2.halcyon.com	-	804587263	GET	/shuttle/technology/images/et-lox_1-small.gif	200	36098		
ppp179.aix.or.jp	-	804587305	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.gif	200	29634		
cs4p8.ipswichcity.qld.gov.au	-	804587683	GET	/shuttle/missions/sts-71/	200	3373		
alice-thurman.tenet.edu	-	804587830	GET	/software/winvn/wvsmall.gif	200	13372		
berlin.snafu.de	-	804588079	GET	/shuttle/missions/sts-71/movies/sts-71-rollover.mpg	200	569688		
mullian.ee.mu.oz.au	-	804588259	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12040		
www-d1.proxy.aol.com	-	804588630	GET	/htbin/wais.pl?employment+careers+hire	200	6506		
relay.knoware.nl	-	804589011	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.gif	200	48305		
ppp4.nildram.co.uk	-	804589111	GET	/software/winvn/winvn.gif	200	25218		
133.67.121.65	-	804589254	GET	/shuttle/technology/images/mission_profile_2-small.gif	200	35540		
falafel.alt.net	-	804589299	GET	/history/apollo/apollo-15/apollo-15-patch-small.gif	200	13583		
dip112.pixi.com	-	804589467	GET	/images/NASA-logosmall.gif	200	786		
cssvh.cs.knct.ac.jp	-	804590784	GET	/cgi-bin/imagemap/fr?155,405	302	87		
pppa011.compuserve.com	-	804590806	GET	/images/ksclogo-medium.gif	200	5866		
133.66.67.9	-	804591203	GET	/images/KSC-logosmall.gif	200	1204		
async_405.italnet.it	-	804591436	GET	/images/WORLD-logosmall.gif	200	669		
poppy.hensa.ac.uk	-	804591856	GET	/images/KSC-logosmall.gif	200	1204		
cyberia10.easynet.co.uk	-	804592299	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
204.242.85.155	-	804592474	GET	/cgi-bin/imagemap/countdown?95,107	302	111		
slip1.vaxxine.com	-	804592597	GET	/shuttle/missions/sts-71/images/KSC-95EC-0443.jpg	200	115599		
dialup00017.cinet.itl.net	-	804592688	GET	/shuttle/missions/missions.html	200	8677		
dialup00017.cinet.itl.net	-	804592690	GET	/images/launchmedium.gif	200	11853		
slgos1p16.ozemail.com.au	-	804592758	GET	/cgi-bin/imagemap/countdown?113,108	302	111		
ip042.phx.primenet.com	-	804592923	GET	/images/KSC-logosmall.gif	200	1204		
greco-gw.dit.upm.es	-	804592934	GET	/images/MOSAIC-logosmall.gif	200	363		
slip168-79.sy.au.ibm.net	-	804593220	GET	/images/ksclogo-medium.gif	200	5866		
129.109.6.54	-	804593322	GET	/images/NASA-logosmall.gif	200	786		
rossi.astro.nwu.edu	-	804593649	HEAD	/shuttle/resources/orbiters/orbiters.html	200	0		
dawn14.cs.berkeley.edu	-	804594017	GET	/shuttle/missions/sts-66/news/sts-66-mcc-13.txt	200	1894		
151.99.247.5	-	804594202	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
dd13-010.compuserve.com	-	804594230	GET	/images/NASA-logosmall.gif	200	786		
139.133.213.161	-	804594602	GET	/images/KSC-logosmall.gif	304	0		
204.92.49.10	-	804594687	GET	/images/KSC-logosmall.gif	200	1204		
munsu.ulsan.ac.kr	-	804594697	GET	/images/NASA-logosmall.gif	200	786		
194.166.19.15	-	804594976	GET	/images/USA-logosmall.gif	200	234		
203.15.243.5	-	804595189	GET	/shuttle/countdown/lps/fr.html	200	1879		
203.7.133.176	-	804595436	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.jpg	200	66202		
j6.ptl4.jaring.my	-	804595848	GET	/icons/menu.xbm	200	527		
disarray.demon.co.uk	-	804597472	GET	/shuttle/countdown/	304	0		
alyssa.prodigy.com	-	804597629	GET	/images/USA-logosmall.gif	200	234		
133.54.246.57	-	804597781	GET	/cgi-bin/imagemap/countdown?325,268	302	98		
www.asahi-np.co.jp	-	804597839	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.gif	200	29634		
scfu50.ioi.tue.nl	-	804598153	GET	/icons/blank.xbm	200	509		
ares.six.udc.es	-	804598444	GET	/shuttle/resources/orbiters/enterprise.html	200	9732		
nccse.gsfc.nasa.gov	-	804598579	GET	/images/KSC-logosmall.gif	200	1204		
leeberg.polaris.net	-	804598819	GET	/shuttle/missions/sts-71/sts-71-day-04-highlights.html	200	5544		
leeberg.polaris.net	-	804598950	GET	/shuttle/missions/sts-71/sts-71-day-04-highlights.html	200	5544		
129.102.240.18	-	804598953	GET	/cgi-bin/imagemap/countdown?328,279	302	98		
burger.letters.com	-	804599061	GET	/shuttle/countdown/liftoff.html	304	0		
205.138.108.70	-	804599297	GET	/images/NASA-logosmall.gif	200	786		
pcssw10.inflab.uni-linz.ac.at	-	804599535	GET	/images/MOSAIC-logosmall.gif	200	363		
edinburgh8.easynet.co.uk	-	804599550	GET	/shuttle/countdown/	200	3985		
edinburgh8.easynet.co.uk	-	804599552	GET	/images/KSC-logosmall.gif	200	1204		
grail712.nando.net	-	804599615	GET	/images/launchmedium.gif	200	11853		
his.moc.kw	-	804599735	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
rzuslip2-3.unizh.ch	-	804599806	GET	/images/NASA-logosmall.gif	200	786		
nb2ppp21.acns-slp.fsu.edu	-	804599811	GET	/shuttle/countdown/count.gif	200	40310		
poppy.hensa.ac.uk	-	804599944	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
l20pc06.urc.tue.nl	-	804600021	GET	/images/NASA-logosmall.gif	200	786		
edinburgh3.easynet.co.uk	-	804600237	GET	/shuttle/missions/sts-78/sts-78-patch-small.gif	200	4179		
edinburgh3.easynet.co.uk	-	804600256	GET	/icons/blank.xbm	200	509		
as2511-3.sl017.cns.vt.edu	-	804600749	GET	/ksc.html	200	7074		
porthawkesbury-ts-11.nstn.ca	-	804601236	GET	/images/NASA-logosmall.gif	200	786		
parker.cps.cmich.edu	-	804601552	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock.mpg	200	229376		
204.248.98.66	-	804601574	GET	/cgi-bin/imagemap/countdown?102,114	302	111		
ppp-nyc-1-31.ios.com	-	804601619	GET	/history/rocket-history.txt	200	26990		
ppp-nyc-1-31.ios.com	-	804601659	GET	/history/early-astronauts.txt	200	3850		
129.11.224.6	-	804601757	GET	/images/landing-small.gif	200	16966		
ad14-018.compuserve.com	-	804601764	GET	/history/skylab/skylab.html	200	1687		
igwemc3.vub.ac.be	-	804601935	GET	/images/NASA-logosmall.gif	200	786		
piweba2y.prodigy.com	-	804601982	GET	/shuttle/countdown/	200	3985		
igwemc3.vub.ac.be	-	804601985	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
lis3_p9.telepac.pt	-	804602203	GET	/shuttle/countdown/	200	3985		
spire.demon.co.uk	-	804602686	GET	/icons/blank.xbm	200	509		
ppp-81-29.bu.edu	-	804602754	GET	/shuttle/countdown/	200	3985		
sipc03.si.univ-compiegne.fr	-	804602943	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
wileypc.dartmouth.edu	-	804603426	GET	/icons/menu.xbm	200	527		
romulus.ultranet.com	-	804603520	GET	/images/lc39a-logo.gif	200	13116		
h-shawshank.norfolk.infi.net	-	804604819	GET	/images/KSC-logosmall.gif	200	1204		
h-dclaiborne.norfolk.infi.net	-	804604885	GET	/images/ksclogo-medium.gif	200	5866		
carolus.vhs.me.schwaben.de	-	804605141	GET	/cgi-bin/imagemap/countdown?381,280	302	68		
alyssa.prodigy.com	-	804605477	GET	/images/KSC-logosmall.gif	304	0		
maple.grove.iup.edu	-	804605484	GET	/htbin/cdt_main.pl	200	3214		
freenet3.scri.fsu.edu	-	804605742	GET	/history/apollo/apollo-spacecraft.txt	200	2261		
hopi.gate.net	-	804605802	GET	/history/history.html	200	1502		
yhm0098.bekkoame.or.jp	-	804606006	GET	/shuttle/countdown/liftoff.html	200	4538		
diamond.cary.mci.net	-	804606126	GET	/images/NASA-logosmall.gif	200	786		
slip183-5.kw.jp.ibm.net	-	804606376	GET	/images/MOSAIC-logosmall.gif	200	363		
ih45tr.gv.psu.edu	-	804606544	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
cda2.cda.ulpgc.es	-	804606693	GET	/elv/SCOUT/scout.gif	200	1165		
ad13-010.compuserve.com	-	804606721	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
okc36.icon.net	-	804607212	GET	/images/KSC-logosmall.gif	200	1204		
slip7-23.fl.us.ibm.net	-	804607530	GET	/mdss/station.gif	200	5878		
128.250.245.53	-	804607734	GET	/shuttle/countdown/liftoff.html	200	4538		
jacques.dialup.cloud9.net	-	804607846	GET	/shuttle/countdown/count.gif	200	40310		
alcor.am.ub.es	-	804608079	GET	/shuttle/missions/sts-71/images/KSC-95EC-0868.jpg	200	61848		
wc7.choate.edu	-	804608080	GET	/history/history.html	200	1502		
indy2.indy.net	-	804608108	GET	/images/ksclogo-medium.gif	200	5866		
cda2.cda.ulpgc.es	-	804608262	GET	/elv/uncons.htm	200	489		
slip183-11.kw.jp.ibm.net	-	804608388	GET	/images/MOSAIC-logosmall.gif	200	363		
ix-akr-oh2-10.ix.netcom.com	-	804608488	GET	/images/MOSAIC-logosmall.gif	200	363		
slip105-28.mn.us.ibm.net	-	804608587	GET	/images/KSC-logosmall.gif	200	1204		
reboot.seanet.com	-	804608716	GET	/software/winvn/wvsmall.gif	200	13372		
slip-25-2.ots.utexas.edu	-	804609488	GET	/shuttle/countdown/	200	3985		
193.210.154.21	-	804609539	GET	/shuttle/countdown/count.gif	200	40310		
houston.clark.net	-	804609705	GET	/images/KSC-logosmall.gif	200	1204		
eic73.fiu.edu	-	804610091	GET	/shuttle/technology/sts-newsref/sts_mes.html	200	175621		
eic73.fiu.edu	-	804610110	GET	/shuttle/technology/images/et-intertank_1-small.gif	200	79791		
192.127.22.62	-	804610196	GET	/statistics/1995/Jun/Jun95_byte.gif	200	19092		
hfx-p13.isisnet.com	-	804610513	GET	/shuttle/missions/sts-71/images/index71.gif	200	73728		
ix-pas11-07.ix.netcom.com	-	804610614	GET	/shuttle/missions/missions.html	200	8677		
ad07-011.compuserve.com	-	804610631	GET	/history/apollo/images/footprint-small.gif	200	18149		
ve3mnh.blvl.igs.net	-	804610808	GET	/shuttle/countdown/	200	3985		
eic73.fiu.edu	-	804610883	GET	/images/NASA-logosmall.gif	304	0		
131.182.28.171	-	804611048	GET	/history/apollo/apollo-sa.html	200	2400		
www-d2.proxy.aol.com	-	804611234	GET	/shutle/missions/sts-71/mission-sts-71.html	404	0		
ts4-04.inforamp.net	-	804611257	GET	/images/NASA-logosmall.gif	200	786		
dd12-007.compuserve.com	-	804611273	GET	/history/history.html	200	1502		
disarray.demon.co.uk	-	804611301	GET	/shuttle/missions/sts-71/images/images.html	304	0		
ppp231.aix.or.jp	-	804611352	GET	/icons/menu.xbm	200	527		
ts4-04.inforamp.net	-	804611368	GET	/shuttle/missions/sts-67/mission-sts-67.html	200	21408		
flovmand.control.auc.dk	-	804611437	GET	/shuttle/missions/rollbacks.html	200	4127		
slip26.noc.unam.mx	-	804611441	GET	/shuttle/missions/sts-71/news	302	0		
192.127.29.43	-	804611519	GET	/images/ksclogosmall.gif	304	0		
ix-sj22-05.ix.netcom.com	-	804611541	GET	/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg	200	49152		
rbaldi.clark.net	-	804611647	GET	/shuttle/countdown/countdown.html	200	3985		
ix-bak-ca1-14.ix.netcom.com	-	804611685	GET	/images/ksclogosmall.gif	200	3635		
dd13-026.compuserve.com	-	804611689	GET	/icons/image.xbm	200	509		
ts4-04.inforamp.net	-	804611705	GET	/shuttle/missions/sts-74/mission-sts-74.html	200	3707		
ix-sf4-14.ix.netcom.com	-	804611709	GET	/images/KSC-logosmall.gif	200	1204		
stengel.princeton.edu	-	804611758	GET	/images/ksclogosmall.gif	200	3635		
ppp-nyc-1-32.ios.com	-	804611795	GET	/cgi-bin/imagemap/countdown?309,274	302	98		
buckbrgr.inmind.com	-	804611857	GET	/shuttle/missions/sts-71/news	302	0		
umslts1_6.umsl.edu	-	804612014	GET	/history/apollo/apollo-12/	200	1732		
baumski.slip.lm.com	-	804612241	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
pc5103.pc.cc.cmu.edu	-	804612271	GET	/shuttle/missions/sts-49/mission-sts-49.html	200	9379		
pc5103.pc.cc.cmu.edu	-	804612275	GET	/images/launch-logo.gif	200	1713		
194.20.59.131	-	804612354	GET	/shuttle/countdown/	200	3985		
204.212.153.110	-	804612497	GET	/shuttle/missions/sts-71/movies/sts-71-launch-2.mpg	200	40960		
b73.ucs.usl.edu	-	804612537	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71656		
pc5103.pc.cc.cmu.edu	-	804612676	GET	/shuttle/missions/sts-59/mission-sts-59.html	200	62368		
pc5103.pc.cc.cmu.edu	-	804612834	GET	/shuttle/missions/51-l/images/	200	1038		
exchange.datanet.net.au	-	804612844	GET	/icons/image.xbm	200	509		
marvin-fddi.prz.tu-berlin.de	-	804613508	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
129.121.4.215	-	804613644	GET	/history/apollo/apollo-13/apollo-13.html	200	18114		
slcmodem1-p1-8.intele.net	-	804613670	GET	/shuttle/missions/sts-71/images/index71.gif	200	163840		
dffl5-32.gate.net	-	804613678	GET	/images/kscmap-tiny.gif	200	2537		
148.202.3.244	-	804613990	GET	/images/KSC-logosmall.gif	200	1204		
bocagate.bocaraton.ibm.com	-	804614073	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
piweba2y.prodigy.com	-	804614159	GET	/mdss/s_delta2.gif	200	4109		
204.212.153.110	-	804614262	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg	200	835394		
dffl5-32.gate.net	-	804614279	GET	/shuttle/missions/51-l/images/86HC125.GIF	200	100705		
dffl5-32.gate.net	-	804614373	GET	/images/USA-logosmall.gif	200	234		
ip040081.iac.net	-	804614423	GET	/shuttle/missions/missions.html	200	8677		
tserv4-port7.cmns.mnegri.it	-	804614602	GET	/history/apollo/images/footprint-small.gif	200	18149		
picalon.gun.de	-	804614815	GET	/shuttle/missions/sts-71/images/KSC-95EC-0589.jpg	200	64427		
gate.tridom.com	-	804614893	GET	/images/lc39a-logo.gif	200	13116		
itchen.maths.warwick.ac.uk	-	804615000	GET	/shuttle/missions/51-l/images/	200	1038		
line027.nwm.mindlink.net	-	804615188	GET	/images/NASA-logosmall.gif	304	0		
marvin-fddi.prz.tu-berlin.de	-	804615332	GET	/shuttle/countdown/	200	3985		
dialup-4-72.gw.umn.edu	-	804615440	GET	/images/construct.gif	304	0		
mark.unice.fr	-	804615652	GET	/shuttle/missions/sts-71/movies/crew-arrival-t38.mpg	200	305722		
piweba4y.prodigy.com	-	804615683	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
marvin-fddi.prz.tu-berlin.de	-	804615722	GET	/shuttle/missions/sts-71/images/index71.gif	200	235862		
dsouza.interlog.com	-	804616092	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583		
slip7-69.fl.us.ibm.net	-	804616097	GET	/images/USA-logosmall.gif	200	234		
halon.sybase.com	-	804616227	GET	/images/NASA-logosmall.gif	200	786		
ad056.du.pipex.com	-	804616239	GET	/images/MOSAIC-logosmall.gif	200	363		
line060.nwm.mindlink.net	-	804616259	GET	/images/KSC-logosmall.gif	200	1204		
zidpm6.a.tu-berlin.de	-	804617229	GET	/shuttle/countdown/count.gif	200	40310		
ts02-ind-12.iquest.net	-	804617266	GET	/images/launch-logo.gif	200	1713		
uckm001.pn.itnet.it	-	804617344	GET	/shuttle/countdown/count.gif	200	40310		
tron.cs.odu.edu	-	804617352	GET	/history/apollo/apollo-17/news/	200	377		
crc3.cris.com	-	804617434	GET	/images/USA-logosmall.gif	200	234		
137.123.200.1	-	804617436	GET	/shuttle/missions/sts-63/mission-sts-63.html	200	49152		
line60.ppp.lrz-muenchen.de	-	804617643	GET	/images/KSC-logosmall.gif	200	1204		
ix-sf6-07.ix.netcom.com	-	804617710	GET	/software/winvn/bluemarb.gif	200	4441		
ix-sf6-07.ix.netcom.com	-	804617725	GET	/images/KSC-logosmall.gif	200	1204		
ts2.northcoast.com	-	804617774	GET	/images/launch-logo.gif	200	1713		
jmmartin.dialup.francenet.fr	-	804617788	GET	/images/NASA-logosmall.gif	200	786		
osip17.ionet.net	-	804618143	GET	/shuttle/countdown/	200	3985		
slip3.earthnet.net	-	804618177	GET	/images/KSC-logosmall.gif	200	1204		
www-b2.proxy.aol.com	-	804618454	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0		
www-d3.proxy.aol.com	-	804618457	GET	/shuttle/technology/sts-newsref/stsover-missions.html	200	92229		
wjvd.globalone.net	-	804618459	GET	/shuttle/missions/sts-74/mission-sts-74.html	200	3708		
204.117.155.167	-	804618485	GET	/cgi-bin/imagemap/countdown?382,270	302	68		
cosmos05.cfi.waseda.ac.jp	-	804618580	GET	/ksc.html	200	7074		
dayhoff.med.virginia.edu	-	804618659	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
ping1.ping.be	-	804618672	GET	/images/kscmap.gif	200	177415		
cyberia6.easynet.co.uk	-	804618714	GET	/images/landing-small.gif	200	16966		
199.75.224.137	-	804618799	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
bonnou.lab.kdd.co.jp	-	804618948	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
ip203.phx.primenet.com	-	804619018	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
line051.nwm.mindlink.net	-	804619139	GET	/history/history.html	304	0		
vie1.rrnet.com	-	804619139	GET	/images/NASA-logosmall.gif	200	786		
piweba3y.prodigy.com	-	804619207	GET	/images/lc39a-logo.gif	200	13116		
poppy.hensa.ac.uk	-	804619364	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0		
ntwarren.tcp.co.uk	-	804619388	GET	/images/WORLD-logosmall.gif	200	669		
dd08-053.compuserve.com	-	804619422	GET	/images/ksclogo-medium.gif	200	5866		
ip151.yum.primenet.com	-	804619694	GET	/images/KSC-logosmall.gif	200	1204		
151.124.6.107	-	804619739	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.txt	200	1400		
b73.ucs.usl.edu	-	804620277	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84907		
www-b3.proxy.aol.com	-	804620440	GET	/ksc.html	304	0		
168.31.224.120	-	804620453	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12169		
168.31.224.120	-	804620455	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	200	12054		
dd11-058.compuserve.com	-	804620647	GET	/	200	7074		
nvcon35.pcsub9.db.erau.edu	-	804620783	GET	/shuttle/countdown/lps/c-5-6/c-5-6.html	200	4249		
168.31.224.120	-	804620890	GET	/images/mercury-logo.gif	200	6588		
130.103.48.217	-	804620907	GET	/images/NASA-logosmall.gif	304	0		
130.103.48.217	-	804620981	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	12169		
130.103.48.217	-	804620983	GET	/images/launch-logo.gif	200	1713		
ad11-024.compuserve.com	-	804621059	GET	/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg	200	835394		
192.217.111.119	-	804621380	GET	/icons/blank.xbm	200	509		
pppb14.netaccess.on.ca	-	804621638	GET	/images/ksclogosmall.gif	200	3635		
starbase.neosoft.com	-	804621768	GET	/shuttle/missions/sts-3/sts-3-info.html	200	1405		
130.127.30.101	-	804621771	GET	/shuttle/countdown/count.gif	200	40310		
mother.cs.bham.ac.uk	-	804621784	GET	/shuttle/missions/sts-53/movies/sts-53-launch.mpg	200	1269716		
159.238.48.69	-	804621800	GET	/ksc.html	200	7074		
198.216.4.250	-	804622489	GET	/cgi-bin/imagemap/countdown?95,179	302	110		
www-d1.proxy.aol.com	-	804622684	GET	/images	302	0		
arena.carleton.ca	-	804622855	GET	/htbin/wais.pl?MIR-Rendezvous	200	6880		
line03.pm1.abb.mindlink.net	-	804623104	GET	/shuttle/countdown/video/livevideo.gif	200	66486		
net207.metronet.com	-	804623125	GET	/history/apollo/apollo-13/sounds/a13_002.wav	200	127045		
204.189.73.43	-	804623166	GET	/shuttle/countdown/count.gif	200	40310		
port44.ventura.rain.org	-	804623232	GET	/images/NASA-logosmall.gif	304	0		
ppp200.aix.or.jp	-	804623374	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5026		
ewarren.mindspring.com	-	804623541	GET	/shuttle/missions/sts-71/images/images.html	200	7634		
205.206.70.134	-	804623631	GET	/	200	7074		
ip4.dmv.com.52.215.204.in-addr.arpa	-	804623940	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
piweba1y.prodigy.com	-	804623969	GET	/shuttle/missions/sts-59/mission-sts-59.html	200	62368		
205.160.7.46	-	804624240	GET	/shuttle/resources/orbiters/enterprise.html	200	9732		
a101002.sfo1.as.crl.com	-	804624278	GET	/shuttle/technology/images/crew_compartment_13-small.gif	200	79088		
dawn14.cs.berkeley.edu	-	804624316	GET	/shuttle/countdown	302	0		
ix-phx3-02.ix.netcom.com	-	804624439	GET	/images/WORLD-logosmall.gif	304	0		
srv1.freenet.calgary.ab.ca	-	804624442	GET	/shuttle/missions/sts-71/movies/movies.html	200	3092		
